INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV,CPSF_MAJOR,CPSF_MINOR,CPSF_ANGLE
10,5,RACS_1554-71A,9510,11,9514,IMAGED,15 54 44.495,-71 36 16.41,238.685395833333,-71.6045583333333,316.404115438518,-13.7078450227859,74.997,5071530797.71584,925.655040292053,925.65504,36,5079241720.525001,131232636,22.733165992939487,11.544848773328663,-81.5008514330384,-0.02394002676010132,1.6812788248062134,264.7577819824219,248.5106201171875,96.96448516845703,171.46250915527344,1108.00927734375,5107145140.0,4899,0,0,0,,0,27.699999999999985,14.600000000000014,-81.14
11,5,RACS_1554-71A,12505,11,12509,IMAGED,15 54 44.495,-71 36 16.41,238.685395833333,-71.6045583333333,316.404115438518,-13.7078450227859,74.997,5092052102.59085,905.7484803479,905.74848,36,5092489865.975,131211204,20.822001689177,11.6793790751539,-36.0891346340831,-0.014397443272173405,1.6367028951644897,260.42254638671875,244.65493774414062,91.15076446533203,167.17196655273438,833.4896850585938,5099942455.0,5070,0,0,0,,0,26.600000000000005,15.000000000000012,-26.63
12,5,RACS_1554-71A,14841,0,14843,IMAGED,15 54 44.495,-71 36 16.41,238.685395833333,-71.6045583333333,316.404115438518,-13.7078450227859,74.997,5099290550.821246,905.7484803479003,905.7484800000001,36,5099694200.75,131322092,16.93573947432029,11.317631590379593,-10.5481444455093,-0.009260893799364567,1.6141204833984375,188.0863037109375,177.1287078857422,66.09870910644531,131.15293884277344,749.2957153320312,5099970000.0,6667,1,0,0,,0,19.400000000000006,13.700000000000015,-6.18
13,6,RACS_1459-76A,9510,7,9514,IMAGED,14 59 21.275,-76 37 34.53,224.838645833333,-76.6262583333333,310.239072194298,-15.6049442425273,89.374,5071527115.00224,925.655040292053,925.65504,36,5079285725.405001,131150357,24.32544881785063,11.010873389101524,-79.2210617974712,-0.11591877043247223,6.695587158203125,259.7719421386719,240.3317413330078,101.63632202148438,161.6405029296875,935.793701171875,5107138763.0,4848,0,0,0,,0,31.20000000000001,15.900000000000013,-79.17
14,6,RACS_1459-76A,13755,0,13708,IMAGED,14 59 21.275,-76 37 34.53,224.838645833333,-76.6262583333333,310.239072194298,-15.6049442425273,89.374,5095152274.9321,905.7484803479,905.74848,36,5096270207.325001,131176694,19.157242530269016,11.517231765562668,-6.48006272832683,-0.052737537771463394,7.064817428588867,188.98397827148438,176.75567626953125,67.96292877197266,127.98404693603516,600.787109375,5099966138.0,6856,1,0,0,,0,21.899999999999988,15.3,-2.93
15,7,RACS_1313-80A,9510,8,9514,IMAGED,13 13 38.034,-80 02 44.94,198.408475,-80.0458166666667,303.934609735269,-17.2173082255168,116.33,5071528040.65728,915.70175984314,915.70176,36,5079285539.923,131456022,21.5263396356691,11.0679366441762,-47.3668130697426,-0.013718564063310623,1.4870370626449585,251.12765502929688,230.47946166992188,103.13658905029297,157.1036376953125,1336.7908935546875,5107154889.0,4955,0,0,0,,0,27.9,16.49999999999999,-45.96
16,7,RACS_1313-80A,13751,0,13708,IMAGED,13 13 38.034,-80 02 44.94,198.408475,-80.0458166666667,303.934609735269,-17.2173082255168,116.33,5095147407.77817,905.7484803479,905.74848,36,5096270742.367,131518405,20.92849759966,11.4472602174551,-0.229353576526766,-0.009975885041058064,1.5261666774749756,191.15692138671875,177.2232208251953,66.69979095458984,123.72955322265625,664.9036254882812,5099965877.0,6892,1,0,0,,0,25.80000000000001,16.300000000000008,1.94
17,8,RACS_1046-80A,9510,9,9514,IMAGED,10 46 21.965,-80 02 44.94,161.591520833333,-80.0458166666667,297.502389301979,-18.5191514670998,-206.33,5071528956.35904,925.655039338379,925.65504,36,5080258815.635,131464188,20.5283699587977,11.1655621099641,-1.3226602252355,-0.018515054136514664,1.4609910249710083,240.68687438964844,222.92835998535156,97.88101196289062,156.7036895751953,1738.0858154296875,5107153098.0,5230,0,0,0,,0,24.800000000000004,15.999999999999984,1.5
18,8,RACS_1046-80A,13832,0,13818,IMAGED,10 46 21.965,-80 02 44.94,161.591520833333,-80.0458166666667,297.502389301979,-18.5191514670998,-206.33,5095224933.87609,905.7484803479,905.74848,36,5096947620.803,131541413,21.051761016666,11.3651565770312,2.82189514949477,-0.011572271585464478,1.505230188369751,180.99742126464844,170.15435791015625,59.97821044921875,123.95219421386719,581.2996215820312,5099969873.0,7035,1,0,0,,0,25.999999999999993,16.400000000000016,6.85
19,9,RACS_0900-76A,9510,3,9514,IMAGED,09 00 38.724,-76 37 34.53,135.16135,-76.6262583333333,290.962598776641,-19.4882218115977,-179.374,5071520595.60384,915.70175984314,915.70176,36,5080258813.983,131178548,18.9995736836053,11.276047852035,-8.85700453810207,-0.026297912001609802,3.791980266571045,269.9877624511719,248.70437622070312,109.26859283447266,172.3797607421875,1551.090576171875,5107156182.0,4732,1,0,0,,0,21.999999999999996,14.799999999999995,-12.65
20,10,RACS_0805-71A,9607,2,9608,IMAGED,08 05 15.504,-71 36 16.41,121.3146,-71.6045583333333,284.343202992129,-20.1070388945223,-164.997,5072729979.61766,1074.95423939636,1074.95424,36,5079285840.556,131314279,18.9654556965534,11.3835674691449,29.2655478939007,-0.011939681135118008,1.0576636791229248,199.34890747070312,184.19239807128906,76.14346313476562,134.4673309326172,1359.1343994140625,5107069062.0,6037,1,0,0,,0,24.3,17.799999999999983,23.03
21,10,RACS_0805-71A,10383,12,10379,IMAGED,08 05 15.504,-71 36 16.41,121.3146,-71.6045583333333,284.343202992129,-20.1070388945223,-164.997,5079265732.03085,467.804159669189,467.80416,36,5079302716.137,131348100,18.4874813897832,11.4432226713588,-40.5914937557319,-0.013203945942223072,1.1364850997924805,260.30841064453125,242.01382446289062,94.04676055908203,178.11517333984375,1408.843994140625,5099938583.0,5211,0,0,0,,0,24.800000000000004,16.700000000000006,-36.21
22,11,RACS_1714-73A,9510,14,9514,IMAGED,17 14 09.447,-73 56 46.18,258.5393625,-73.9461611111111,318.45583731654,-19.6845725779341,56.025,5071533554.7744,905.7484803479,905.74848,36,5079241839.112,131452451,24.8815005190636,11.5533806301811,-88.2668632849011,-0.02658429555594921,1.569401741027832,263.58587646484375,246.7081298828125,97.66385650634766,170.253173828125,1325.9234619140625,5107144799.0,4782,0,0,0,,0,30.49999999999999,14.699999999999989,-88.01
23,11,RACS_1714-73A,12444,14,12455,IMAGED,17 14 09.447,-73 56 46.18,258.5393625,-73.9461611111111,318.45583731654,-19.6845725779341,56.025,5091975183.64301,905.748479394226,905.74848,36,5092423393.7560005,131415668,17.89985895298283,11.412539182380277,9.93570735642526,-0.015972239896655083,1.377544641494751,197.58042907714844,185.010986328125,66.46041107177734,135.39430236816406,882.9263916015625,5099937706.0,6635,1,0,0,,0,23.600000000000016,13.799999999999988,12.42
24,12,RACS_1645-80A,9510,13,9514,IMAGED,16 45 52.856,-80 02 36.71,251.470233333333,-80.0435305555556,312.069201665655,-21.6520289824547,63.269,5071532639.07264,915.70175984314,915.70176,36,5079241779.605,131394979,24.8396102850713,11.4599640190961,-83.2325016741928,-0.020856482908129692,6.237170219421387,300.5458068847656,277.4445495605469,282.2019958496094,174.99635314941406,21723.60546875,5107139272.0,4263,1,0,0,,0,30.200000000000003,16.899999999999984,-82.9
25,13,RACS_1459-85A,9510,12,9514,IMAGED,14 59 49.892,-85 32 47.42,224.957883333333,-85.5465055555556,305.507432006421,-23.3323228294645,89.955,5071531723.37088,915.70175984314,915.70176,36,5079285787.308,131064932,24.9345184100659,10.735361713269,-62.2982527237448,-0.01867757737636566,2.392977237701416,268.8891906738281,250.39208984375,105.29169464111328,164.849853515625,1428.0955810546875,5107155817.0,4057,0,0,0,,0,30.399999999999984,26.200000000000006,-53.6
26,13,RACS_1459-85A,13814,0,13818,IMAGED,14 59 49.892,-85 32 47.42,224.957883333333,-85.5465055555556,305.507432006421,-23.3323228294645,89.955,5095236798.18585,905.7484803479,905.74848,36,5097347934.0060005,131104490,24.258156766662562,10.826086784090652,-20.70319582572,-0.011124462820589542,2.3989317417144775,208.46554565429688,195.00607299804688,74.97362518310547,130.3628692626953,985.3511962890625,5099970776.0,6473,1,0,0,,0,29.000000000000018,22.700000000000017,-9.1
27,14,RACS_0900-85A,9510,10,9514,IMAGED,09 00 10.107,-85 32 47.42,135.0421125,-85.5465055555556,298.783802913869,-24.6957097509756,-179.955,5071529882.01408,915.70175984314,915.70176,36,5079737201.241,131088515,24.1517505347123,10.7480871282796,32.0454716586418,-0.014859671704471111,1.7092756032943726,244.2350616455078,224.7864532470703,104.00037384033203,160.19691467285156,1248.799560546875,5107154997.0,4578,1,0,0,,0,29.2,23.4,37.22
28,15,RACS_0714-80A,9510,5,9514,IMAGED,07 14 07.143,-80 02 36.71,108.5297625,-80.0435305555556,291.922622022268,-25.7161227872205,-153.269,5071523472.10176,1035.14111950806,1035.14112,36,5080258808.245,131475013,21.1251701104637,10.9851476018491,36.0571725226789,-0.018748223781585693,2.1890673637390137,257.7860107421875,235.35581970214844,111.17851257324219,166.26834106445312,2405.693603515625,5107145254.0,5027,0,0,0,,0,25.599999999999994,15.999999999999984,32.7
29,15,RACS_0714-80A,13794,0,13818,IMAGED,07 14 07.143,-80 02 36.71,108.5297625,-80.0435305555556,291.922622022268,-25.7161227872205,-153.269,5095209964.14297,905.7484803479,905.74848,36,5097286493.918,131534832,21.1504300957521,11.2640667485188,-3.65376441490399,-0.009607061743736267,2.254164934158325,193.6319580078125,180.29710388183594,68.04461669921875,127.55177307128906,858.7064819335938,5099969327.0,6860,1,0,0,,0,25.899999999999984,16.300000000000008,-8.56
30,16,RACS_0645-73A,9607,1,9608,IMAGED,06 45 50.552,-73 56 46.18,101.460633333333,-73.9461611111111,284.958638679444,-26.3727872165233,-146.025,5072729053.96262,925.655040292053,925.65504,36,5079275325.442,131554948,21.0241195570956,11.2154328328633,46.5294161201203,-0.010935033671557903,4.703308582305908,210.06280517578125,197.50042724609375,73.19619750976562,138.6796875,1376.6051025390625,5099988825.0,6271,0,0,0,,0,26.899999999999995,17.6,41.51
31,16,RACS_0645-73A,10383,11,10379,IMAGED,06 45 50.552,-73 56 46.18,101.460633333333,-73.9461611111111,284.958638679444,-26.3727872165233,-146.025,5079264816.32909,915.70175984314,915.70176,36,5079298213.342,131597698,17.8452260506532,11.4876748521691,-19.1820974439903,-0.013422949239611626,4.43005895614624,195.1021270751953,183.3099365234375,66.50843048095703,131.0709228515625,1253.539306640625,5099937710.0,6775,1,0,0,,0,23.799999999999997,16.99999999999999,-13.2
32,17,RACS_1845-73A,9515,0,9514,IMAGED,18 45 50.552,-73 56 46.18,281.460633333333,-73.9461611111111,320.784507626978,-25.6068298220476,33.975,5071555760.54208,925.655040292053,925.65504,36,5079242058.222,131509034,17.0787528048891,11.6063185435593,-10.2855359964033,-0.018087904900312424,3.078622817993164,269.6396484375,253.2978515625,105.60528564453125,165.19805908203125,1410.551025390625,5107154184.0,4850,1,0,0,,0,21.30000000000001,13.5,-9.5
33,18,RACS_1914-80A,9515,6,9514,IMAGED,19 14 07.143,-80 02 36.71,288.5297625,-80.0435305555556,314.133697822876,-27.6662366910662,26.731,5071561304.51904,965.468160180359,965.46816,36,5079242110.089,131466635,19.2473998389609,11.2570989434933,8.28871977391411,-0.021564288064837456,1.1918745040893555,270.3699951171875,251.7925567626953,99.28023529052734,180.95387268066406,826.8449096679688,5107154947.0,5066,1,0,0,,0,24.3,15.400000000000007,10.06
34,19,RACS_2100-85A,9515,8,9514,IMAGED,21 00 10.107,-85 32 47.42,315.0421125,-85.5465055555556,307.259533109534,-29.4336324353339,0.045,5071563245.40864,965.468160180359,965.46816,36,5079242356.566,131106741,22.011441321624,11.2241721830042,-10.4522288143681,-0.04189292713999748,2.7456724643707275,305.7453308105469,284.96234130859375,119.72265625,190.1402130126953,981.5427856445312,5107156299.0,4112,1,0,0,,0,30.29999999999998,21.6,-19.85
35,20,RACS_0259-85A,9515,10,9514,IMAGED,02 59 49.892,-85 32 47.42,44.9578833333333,-85.5465055555556,300.17646822108,-30.873914533463,-90.045,5071565186.29824,905.748479394226,905.74848,36,5079242010.881,131064342,25.564046465345,11.1238719775371,-84.6547479437785,-0.020791763439774513,1.8232979774475098,288.2607727050781,264.2528991699219,120.19229125976562,180.2865447998047,1226.554443359375,5107146450.0,3978,0,0,0,,0,32.4,23.600000000000016,65.47
36,20,RACS_0259-85A,13785,0,13818,IMAGED,02 59 49.892,-85 32 47.42,44.9578833333333,-85.5465055555556,300.17646822108,-30.873914533463,-90.045,5095193471.55801,905.7484803479,905.74848,36,5097347767.148,131104402,24.042859279838424,11.05284146504958,-1.44530638864972,-0.014924980700016022,1.846854567527771,190.27198791503906,176.32261657714844,71.17180633544922,131.2359161376953,919.361328125,5099970288.0,6608,1,0,0,,0,28.599999999999984,22.799999999999986,-9.86
37,21,RACS_0445-80A,9510,4,9514,IMAGED,04 45 52.856,-80 02 36.71,71.4702333333333,-80.0435305555556,292.913908438906,-31.9557489785995,-116.731,5071521511.3056,1960.79616024902,1065.00096,36,5079241662.868,131353304,23.1148564595207,11.016112462692,72.6523486351112,-0.02116982266306877,2.0743520259857178,253.28253173828125,233.7954559326172,109.8068618774414,161.86215209960938,1852.3465576171875,5107145421.0,4980,0,0,0,,0,28.900000000000006,16.700000000000006,74.74
38,21,RACS_0445-80A,13721,0,13708,IMAGED,04 45 52.856,-80 02 36.71,71.4702333333333,-80.0435305555556,292.913908438906,-31.9557489785995,-116.731,5095115268.63705,905.7484803479,905.74848,36,5096270999.269,131434782,20.8657802562935,11.4702143207585,0.476588690861923,-0.012575156055390835,2.1772687435150146,187.03318786621094,174.78564453125,67.85314178466797,122.78366088867188,742.015869140625,5099962078.0,6998,1,0,0,,0,25.49999999999999,16.2,-1.33
39,22,RACS_0514-73A,9607,0,9608,IMAGED,05 14 09.447,-73 56 46.18,78.5393625,-73.9461611111111,285.515975939659,-32.6537734115797,-123.975,5072726764.70822,2289.25439980438,1084.90752,36,5079275257.296,131474885,23.0958622098677,11.2168363912408,65.954971960761,-0.15324538946151733,16.145849227905273,208.20501708984375,192.97659301757812,108.07527160644531,135.0128173828125,1649.503173828125,5099988881.0,6118,0,0,1,Heavily flagged,0,29.999999999999986,17.30000000000002,63.29
40,22,RACS_0514-73A,10383,10,10379,IMAGED,05 14 09.447,-73 56 46.18,78.5393625,-73.9461611111111,285.515975939659,-32.6537734115797,-123.975,5079263900.62733,915.70175984314,915.70176,36,5079298036.529,131560938,17.5289134675461,11.3967952413165,4.99655368837801,-0.07170343399047852,15.211261749267578,189.35302734375,176.026611328125,89.0518798828125,127.85785675048828,1525.741455078125,5099938037.0,6723,1,0,0,,0,23.299999999999994,17.099999999999998,13.32
41,23,RACS_2005-71A,9515,1,9514,IMAGED,20 05 15.504,-71 36 16.41,301.3146,-71.6045583333333,323.471290928398,-31.4391032676796,15.003,5071556686.19712,925.655039338379,925.65504,36,5079242158.280001,131278531,16.948153537649713,11.5482265265574,-29.0020813078539,-0.015387458726763725,1.6600337028503418,252.91835021972656,231.18536376953125,102.111083984375,165.31149291992188,1161.8121337890625,5107125442.0,5177,1,0,0,,0,20.800000000000008,13.399999999999991,-30.13
42,24,RACS_2100-76A,9515,4,9514,IMAGED,21 00 38.724,-76 37 34.53,315.16135,-76.6262583333333,316.509855089945,-33.6159777874116,0.626,5071559443.25568,935.608320740967,935.60832,36,5079242308.549,131177053,18.3622431459525,11.4901090183562,-29.1754046315095,-0.017047550529241562,1.535506248474121,262.2257385253906,240.942626953125,109.72422790527344,158.52516174316406,1547.002197265625,5107138899.0,5003,1,0,0,,0,23.600000000000016,14.299999999999992,-30.19
43,25,RACS_2246-80A,9515,3,9514,IMAGED,22 46 21.965,-80 02 44.94,341.591520833333,-80.0458166666667,309.258736980029,-35.4939870926081,-26.33,5071558527.55392,915.70175984314,915.70176,36,5079242410.807,131465051,21.7612757029165,11.4613937106992,-59.1656697572976,-0.019575536251068115,2.5456364154815674,265.6857424793286,244.1241362318854,111.56173018497583,172.02759920181038,1897.0545039873286,5107155795.0,4877,1,0,0,,0,28.900000000000006,16.49999999999999,-64.51
44,26,RACS_0113-80A,9515,5,9514,IMAGED,01 13 38.034,-80 02 44.94,18.408475,-80.0458166666667,301.732177715818,-37.0306760304911,-63.67,5071560378.864,925.655039338379,925.65504,36,5079241957.601002,131453672,25.14430594867547,11.355985883233583,-87.0323214925963,-0.09293042868375778,2.193093776702881,268.7878112792969,247.8839111328125,115.69522857666016,177.91639709472656,2568.423828125,5107139227.0,4716,0,0,0,,0,32.600000000000016,17.499999999999996,80.72
45,26,RACS_0113-80A,13783,0,13818,IMAGED,01 13 38.034,-80 02 44.94,18.408475,-80.0458166666667,301.732177715818,-37.0306760304911,-63.67,5095188873.14265,905.748479394226,905.74848,36,5097347659.585,131534069,20.37943981370549,11.372979359986092,0.825398693127922,-0.011790701188147068,1.7687206268310547,190.21597290039062,176.88214111328125,69.11449432373047,132.92532348632812,1224.7989501953125,5099968965.0,6909,1,0,0,,0,25.700000000000003,16.099999999999994,-6.14
46,27,RACS_0259-76A,9510,1,9514,IMAGED,02 59 21.275,-76 37 34.53,44.8386458333333,-76.6262583333333,293.965614229241,-38.1872818976438,-90.626,5071518744.29376,925.655039338379,925.65504,36,5080258808.909,131162005,24.7007914078993,10.1779759729552,82.6303414243776,-0.11946050077676773,16.998647689819336,268.8919372558594,246.51205444335938,127.98162078857422,169.61654663085938,1544.3392333984375,5107155413.0,4685,1,0,0,,0,31.500000000000004,14.799999999999995,83.97
47,27,RACS_0259-76A,13715,0,13708,IMAGED,02 59 21.275,-76 37 34.53,44.8386458333333,-76.6262583333333,293.965614229241,-38.1872818976438,-90.626,5095109406.15513,129.392639664917,129.39264,36,5096271054.68,131176699,19.5532471718146,11.0691460133339,0.327938896803632,-0.08872330188751221,17.391448974609375,535.0390014648438,498.3489990234375,236.30679321289062,366.0033874511719,2840.248046875,5099955708.0,2975,0,0,0,,0,22.5,15.100000000000021,-4.2
48,28,RACS_0354-71A,8680,22,8679,IMAGED,03 54 44.495,-71 36 16.41,58.6853958333333,-71.6045583333333,286.016365069975,-38.9318763706517,-105.003,5063992812.82291,925.655040292053,925.65504,36,5078300664.877,131276721,23.4218146287923,11.0287995745679,-65.1841023745207,-0.04050847142934799,17.98977279663086,220.04249572753906,198.51686096191406,163.6075897216797,144.5449981689453,5204.80322265625,5099989173.0,5724,1,0,0,,0,26.399999999999988,14.199999999999983,-74.21
49,28,RACS_0354-71A,12534,22,12509,IMAGED,03 54 44.495,-71 36 16.41,58.6853958333333,-71.6045583333333,286.016365069975,-38.9318763706517,-105.003,5092098166.37069,905.7484803479,905.74848,36,5092491957.784,131235030,19.7462370816318,12.1325508844788,-17.6687288178814,-0.06464876234531403,17.173385620117188,258.1083984375,232.5948028564453,280.85723876953125,164.64732360839844,6159.6220703125,5099942729.0,5084,0,0,0,,0,24.699999999999996,14.299999999999992,-19.42
50,29,RACS_2126-69A,8680,20,8679,IMAGED,21 26 01.659,-69 44 45.04,321.5069125,-69.7458444444444,323.093511493331,-38.3311484852214,-4.714,5063990961.51283,925.655039338379,925.65504,36,5078300670.415,131200385,19.1243602163696,11.027359076208,30.9444924264239,-0.051343243569135666,7.938686847686768,234.76539611816406,207.82533264160156,177.9770050048828,149.56260681152344,4975.85693359375,5099989539.0,5860,1,0,0,,0,21.200000000000003,13.899999999999995,31.21
51,30,RACS_2232-73A,8680,21,8679,IMAGED,22 32 45.691,-73 01 54.17,338.190379166667,-73.0317138888889,315.546596094929,-40.5230190886174,-22.297,5063991887.16787,925.655039338379,925.65504,36,5078304557.003,131418145,19.8067894392607,11.0263656362679,17.3411763716709,-0.07828738540410995,4.1227521896362305,204.80130004882812,188.60931396484375,88.0836410522461,141.28359985351562,1504.7052001953125,5099989464.0,6418,1,0,0,,0,22.200000000000014,14.000000000000004,15.34
52,31,RACS_0000-74A,9515,2,9514,IMAGED,00 00 00,-74 16 44.4,0.0,-74.279,307.614396399724,-42.3783713738217,-45.0,5071557611.85216,915.70175984314,915.70176,36,5079241909.036,125691660,23.9914112103158,11.5318809151796,-85.4159207023093,-0.019648320972919464,0.7989251613616943,254.35836791992188,242.21897888183594,80.725830078125,169.43307495117188,1354.0877685546875,5107155211.0,5091,0,0,0,,0,31.299999999999986,14.600000000000014,-89.63
53,31,RACS_0000-74A,12556,2,12552,IMAGED,00 00 00,-74 16 44.4,0.0,-74.279,307.614396399724,-42.3783713738217,-45.0,5092168078.20941,905.7484803479,905.74848,36,5092494001.835,125691660,17.8706362627413,11.4039329231787,-4.42746810905584,-0.011047551408410072,0.8042994737625122,198.4634246826172,189.57669067382812,51.57477951049805,141.78834533691406,824.0223999023438,5099941229.0,6486,1,0,0,,0,22.5,14.100000000000012,-8.39
54,32,RACS_0127-73A,8680,23,8679,IMAGED,01 27 14.308,-73 01 54.17,21.8096166666667,-73.0317138888889,299.322563789918,-43.8447664036145,-67.703,5063993738.47795,905.7484803479,905.74848,36,5078295930.675,131407704,20.1267682574115,11.0619270255724,-22.5162171285316,-0.029982447624206543,1.556704044342041,210.1449737548828,194.63330078125,88.79302215576172,134.95526123046875,3242.01708984375,5099989049.0,6005,1,0,0,,0,21.899999999999988,13.600000000000009,-28.95
55,33,RACS_0233-69A,8680,18,8679,IMAGED,02 33 58.34,-69 44 45.04,38.4930833333333,-69.7458444444444,290.731051173513,-44.8752591560288,-85.286,5063989110.20275,925.655039338379,925.65504,36,5078300043.039,131211745,21.9657545951467,11.2532866934354,-61.6163566535583,-0.027672337368130684,8.188590049743652,243.26708984375,222.0811309814453,131.32640075683594,149.8829345703125,3635.65380859375,5099989237.0,5705,1,0,0,,0,24.699999999999996,13.899999999999995,-70.69
